id,question
2522,What is PMR and how do you treat it?
2523,What is poor concentration?
2524,What is poor hand coordination?
2525,What is post partum psychosis like?
2526,What is Post-Traumatic Stress Disorder PTSD?
2527,What is PV skin disease?
2528,What is redness of the skin called?
2529,What is reduced manual dexterity?
2530,What is reduced sensation called?
2531,What is relationship stability?
2532,What is RSI repetitive strain injury?
2533,What is shortness of breath symptom of?
2534,What is sickle cell disease caused by?
2535,What is skin lesion?
2536,What is spina bifida life expectancy?
2537,What is stiffness example?
2538,What is stiffness in human body?
2539,What is stiffness in medical?
2540,What is struggling to move?
2541,What is subdural haematoma?
2542,What is sweats a symptom of?
2543,What is temperature explain?
2544,What is the #1 cause of pancreatic cancer?
2545,What is the atopic eczema?
2546,What is the average age for a woman to have breast cancer?
2547,What is the best antibiotic for septic arthritis?
2548,What is the best cream for an itchy bottom?
2549,What is the best cream for contact dermatitis?
2550,What is the best cream for fissures?
2551,What is the best cure for cellulitis?
2552,What is the best cure for hayfever?
2553,What is the best cure for typhoid?
2554,What is the best deodorant for bromhidrosis?
2555,What is the best medication for restless leg?
2556,What is the best medicine for lichen sclerosus?
2557,What is the best painkiller for vulvodynia?
2558,What is the best thing to do for a trigger finger?
2559,What is the best thing to do for croup?
2560,What is the best treatment for acanthosis nigricans?
2561,What is the best treatment for angioedema?
2562,What is the best treatment for bronchiolitis?
2563,What is the best treatment for bullous pemphigoid?
2564,What is the best treatment for diabetes in a pregnant woman?
2565,What is the best treatment for diabetic retinopathy?
2566,What is the best treatment for Dupuytren\'s contracture?
2567,What is the best treatment for dyshidrotic eczema?
2568,What is the best treatment for enlarged prostate?
2569,What is the best treatment for essential tremor?
2570,What is the best treatment for GORD?
2571,What is the best treatment for IIH?
2572,What is the best treatment for impetigo?
2574,What is the best treatment for mastoiditis?
2575,What is the best treatment for otitis externa?
2576,What is the best treatment for otitis media?
2577,What is the best treatment for pemphigus vulgaris?
2578,What is the best treatment for pleurisy?
2579,What is the best treatment for preeclampsia?
2580,What is the best treatment for uveitis?
2581,What is the best treatment for vestibular schwannoma?
2582,What is the best way to deal with anxiety?
2583,What is the best way to treat flatulence?
2584,What is the best way to treat gastroparesis?
2585,What is the best way to treat osteomyelitis?
2586,What is the blocking of an artery by a thrombus?
2587,What is the cause of ankyloglossia tie tongue?
2588,What is the cause of atrial fibrillation?
2589,What is the cause of glue ear?
2590,What is the cause of infantile colic?
2591,What is the cause of nail patella syndrome?
2592,What is the commonest predisposing factor for development of choriocarcinoma?
2593,What is the deadliest cancer in the world?
2594,What is the deficiency that causes colour blindness?
2595,What is the difference between a cold sore and herpes virus?
2596,What is the difference between a diabetic eye exam and a regular eye exam?
2597,What is the difference between a lump and swelling?
2598,What is the difference between a stroke and a TIA transient ischemic attack?
2599,What is the difference between a UTI and cystitis?
2600,What is the difference between abdominal pain and stomach pain?
2601,What is the difference between actinic and solar keratosis?
2602,What is the difference between ADPKD and ARPKD?
2603,What is the difference between an ocular migraine and a retinal migraine?
2604,What is the difference between arterial and venous thrombosis?
2605,What is the difference between arthritis and psoriatic arthritis?
2606,What is the difference between autism and ASD?
2607,What is the difference between bad breath and halitosis?
2608,What is the difference between birth and stillbirth?
2609,What is the difference between Bowen\'s disease and squamous cell carcinoma?
2610,What is the difference between brachycephaly and plagiocephaly?
2611,What is the difference between callus and corns?
2612,What is the difference between chilblains and Raynaud\'s?
2613,What is the difference between cleft lip & palate?
2614,What is the difference between diabetes mellitus and insipidus?
2615,What is the difference between diarrhea and Diarrhoea?
2616,What is the difference between diverticular disease and diverticulitis?
2617,What is the difference between eczema and atopic eczema?
2618,What is the difference between empyema and pneumonia?
2619,What is the difference between entropion and ectropion?
2620,What is the difference between esophageal atresia and tracheoesophageal fistula?
2621,What is the difference between gas and flatulence?
2622,What is the difference between gas and flatulence?
2623,What is the difference between GERD & GORD?
2624,What is the difference between heat exhaustion and heatstroke?
2625,What is the difference between hives and urticaria?
2626,What is the difference between human bite and animal bite?
2627,What is the difference between hyperthyroidism and overactive thyroid?
2628,What is the difference between hypoparathyroidism and hypothyroidism?
2629,What is the difference between incontinent and incontinence?
2630,What is the difference between joint hypermobility and joint hypermobility syndrome?
2631,What is the difference between lipedema and lipoedema?
2632,What is the difference between memory loss and amnesia?
2633,What is the difference between night terrors and nightmares?
2634,What is the difference between passing out and fainting?
2635,What is the difference between pink eye and conjunctivitis?
2636,What is the difference between postpartum and postnatal?
2637,What is the difference between rhinitis and allergic rhinitis?
2638,What is the difference between sickle cell disease and sickle cell anemia?
2639,What is the difference between social anxiety and social anxiety disorder?
2640,What is the difference between sprains and strains?
2641,What is the difference between tremor and essential tremor?
2642,What is the difference of osteomalacia and rickets?
2643,What is the disorder called when you binge eat?
2644,What is the earliest symptom in amyloidosis?
2645,What is the ending of Cold Skin?
2646,What is the fastest way to cure mouth ulcers?
2647,What is the fastest way to cure pleurisy?
2648,What is the fastest way to cure tonsillitis?
2649,What is the fastest way to get rid of a frozen shoulder?
2650,What is the fastest way to get rid of dyshidrotic eczema?
2651,What is the fastest way to get rid of molluscum contagiosum?
2652,What is the fastest way to get rid of threadworms?
2653,What is the fastest way to reduce inflammation in the joints?
2654,What is the fastest way to relieve back pain?
2655,What is the feeling of thirst?
2656,What is the first feature of nephrotic syndrome?
2657,What is the first thing to do for a pulmonary embolism?
2658,What is the full form of FITS?
2659,What is the full name of blood?
2660,What is the height cut off for a dwarf?
2661,What is the learning difficulty?
2662,What is the life expectancy for cystic fibrosis?
2663,What is the life expectancy for ovarian cancer?
2664,What is the life expectancy for pancreatic cancer?
2665,What is the life expectancy for polycystic kidney disease?
2666,What is the life expectancy for Rett syndrome?
2667,What is the life expectancy for von Willebrand disease?
2668,What is the life expectancy of a child with SMA type 2?
2669,What is the life expectancy of a man with prostate cancer?
2670,What is the life expectancy of a person with mesothelioma?
2671,What is the life expectancy of amyloidosis?
2672,What is the life expectancy of cancer of the oesophagus?
2673,What is the life expectancy of liver cancer?
2674,What is the life expectancy of lung cancer?
2675,What is the life expectancy of muscular dystrophy?
2676,What is the life expectancy of psoriatic arthritis?
2677,What is the life expectancy of someone with aortic stenosis?
2678,What is the life expectancy of someone with asbestosis?
2679,What is the life expectancy of someone with ataxia?
2680,What is the life expectancy of someone with bronchiectasis?
2681,What is the life expectancy of someone with Marfan?
2682,What is the life expectancy of someone with neurofibromatosis type 1?
2683,What is the life expectancy of someone with NF2?
2684,What is the life expectancy of someone with thalassemia?
2685,What is the life expectancy of someone with tuberous sclerosis?
2686,What is the life expectancy of Tay-Sachs disease?
2687,What is the life expectancy with bone cancer?
2688,What is the life expectancy with IPF?
2689,What is the life expectancy with myasthenia gravis?
2690,What is the main cause of acute pancreatitis?
2691,What is the main cause of allergies?
2692,What is the main cause of angioedema?
2693,What is the main cause of bedwetting?
2694,What is the main cause of bloating?
2695,What is the main cause of blood in urine?
2696,What is the main cause of bronchiectasis?
2697,What is the main cause of cervical cancer?
2698,What is the main cause of cystitis?
2699,What is the main cause of dry eyes?
2700,What is the main cause of encephalitis?
2701,What is the main cause of eye floaters?
2702,What is the main cause of gallstones?
2703,"What is the main cause of hand, foot, and mouth disease?"
2704,What is the main cause of headaches?
2705,What is the main cause of heartburn?
2706,What is the main cause of hiccups?
2707,What is the main cause of high cholesterol?
2708,What is the main cause of hypertension?
2709,What is the main cause of hypothyroidism?
2710,What is the main cause of indigestion?
2711,What is the main cause of ingrown hairs?
2712,What is the main cause of insomnia?
2713,What is the main cause of itching?
2714,What is the main cause of joint pain?
2715,What is the main cause of Kawasaki disease?
2716,What is the main cause of keratosis pilaris?
2717,What is the main cause of kidney stones?
2718,What is the main cause of lipoma?
2719,What is the main cause of malaria?
2720,What is the main cause of metabolic syndrome?
2721,What is the main cause of migraine?
2722,What is the main cause of motor neurone disease?
2723,What is the main cause of osteoarthritis?
2724,What is the main cause of otitis externa?
2725,What is the main cause of ovarian cancer?
2726,What is the main cause of piles?
2727,What is the main cause of pins and needles?
2728,What is the main cause of polycystic ovary syndrome?
2729,What is the main cause of pulmonary embolism?
2730,What is the main cause of Raynaud?
2731,What is the main cause of rheumatoid arthritis?
2732,What is the main cause of scarlet fever?
2733,What is the main cause of shin splints?
2734,What is the main cause of shoulder pain?
2735,What is the main cause of sinusitis?
2736,What is the main cause of Sjogren\'s syndrome?
2737,What is the main cause of sneezing?
2738,What is the main cause of snoring?
2739,What is the main cause of spina bifida?
2740,What is the main cause of staph infection?
2741,What is the main cause of stillbirth?
2742,What is the main cause of tingling?
2743,What is the main cause of tinnitus?
2744,What is the main cause of urticaria?
2745,What is the main cause of vertigo?
2746,What is the main caused of stroke?
2747,What is the main key to losing weight?
2748,What is the main reason for erectile dysfunction?
2749,What is the main trigger of IBS?
2750,What is the major cause of dry eye syndrome?
2751,What is the major cause of glomerulonephritis?
2752,What is the major cause of obesity?
2753,What is the major cause of psoriasis?
2754,What is the meaning of being irritable?
2755,What is the meaning of clinical depression?
2756,What is the meaning of ulceration?
2757,What is the medical term for a broken tooth?
2758,What is the medical term for decreased hearing?
2759,What is the medical term for difficulty walking?
2760,What is the most common anxiety disorder in adults?
2761,What is the most common benign brain tumor?
2762,What is the most common bone site of osteomyelitis?
2763,What is the most common brain tumour?
2764,What is the most common breast symptom?
2765,What is the most common cause of acute kidney injury?
2766,What is the most common cause of arterial embolism?
2767,What is the most common cause of carbon monoxide poisoning?
2768,What is the most common cause of cholesteatoma?
2769,What is the most common cause of death in ARDS?
2770,What is the most common cause of developmental delay?
2771,What is the most common cause of diabetic ketoacidosis?
2772,What is the most common cause of dysphagia?
2773,What is the most common cause of epiglottitis?
2774,What is the most common cause of flashes and floaters?
2775,What is the most common cause of heel pain?
2776,What is the most common cause of Hematemesis?
2777,What is the most common cause of hip pain in children?
2778,What is the most common cause of nephrotic syndrome in adults?
2779,What is the most common cause of otitis media?
2780,What is the most common cause of pelvic pain?
2781,What is the most common cause of rectal bleeding?
2782,What is the most common cause of septic shock?
2783,What is the most common cause of shortness of breath?
2784,What is the most common cause of thrombophilia?
2785,What is the most common cause of toxic shock syndrome?
2786,What is the most common cause of UTI in children?
2787,What is the most common cause of venous thrombosis?
2788,What is the most common complication of urethral catheterization?
2789,What is the most common developmental disorder?
2790,What is the most common disorder of sexual development?
2791,What is the most common dissociative disorder?
2792,What is the most common eye injury?
2793,What is the most common glomerulonephritis?
2794,What is the most common jellyfish sting?
2795,What is the most common kind of compulsive behavior?
2796,What is the most common liver disease?
2797,What is the most common organ to prolapse?
2798,What is the most common rash?
2799,What is the most common reason for aphasia?
2800,What is the most common reason for hearing loss?
2801,What is the most common reason for hematuria?
2802,What is the most common reason for knee pain?
2803,What is the most common site of compartment syndrome?
2804,What is the most common soft tissue sarcoma in adults?
2805,What is the most common symptom in a client with abdominal aortic aneurysm?
2806,What is the most common symptom of carcinoid syndrome?
2807,What is the most common symptom of laryngeal cancer?
2808,What is the most common treatment for atrial fibrillation?
2809,What is the most common treatment for cardiomyopathy?
2810,What is the most common treatment for cholecystitis?
2811,What is the most common treatment for peripheral neuropathy?
2812,What is the most common treatment for trigeminal neuralgia?
2813,What is the most common trigger for delirium?
2814,What is the nail patella syndrome?
2815,What is the number one cause of hip pain?
2816,What is the oldest person to live with Rett syndrome?
2817,What is the primary symptom of cyanosis?
2818,What is the quarantine period for hand-foot-and-mouth?
2819,What is the rarest form of dwarfism?
2820,What is the rarest synesthesia?
2821,What is the reason for mucus?
2822,What is the root cause of gender dysphoria?
2823,What is the root cause of hoarding?
2824,What is the sea creature that sting?
2825,What is the second most common cause of erythema multiforme?
2826,What is the survival rate for acoustic neuroma?
2827,What is the survival rate for acute lymphoblastic leukemia?
2828,What is the survival rate for kidney cancer?
2829,What is the survival rate for non-Hodgkin lymphoma?
2830,What is the survival rate for polycystic kidney disease?
2831,What is the survival rate for pulmonary hypertension?
2832,What is the survival rate for scleroderma?
2833,What is the survival rate of a pulmonary embolism?
2834,What is the survival rate of a subarachnoid hemorrhage?
2835,What is the survival rate of endocarditis?
2836,What is the survival rate of eye cancer?
2837,What is the survival rate of gallbladder cancer?
2838,What is the survival rate of hydrocephalus?
2839,What is the survival rate of Kawasaki disease?
2840,What is the survival rate of melanoma skin cancer?
2841,What is the survival rate of neuroblastoma?
2842,What is the survival rate of PAD?
2843,What is the survival rate of retinoblastoma?
2844,What is the survival rate of sinus cancer?
2845,What is the survival rate of soft tissue sarcoma?
2846,What is the survival rate of stomach cancer?
2847,What is the survival rate of thyroid cancer?
2848,What is the survival rate of womb cancer?
2849,What is the symptoms of acne?
2850,What is the symptoms of cerebral palsy?
2851,What is the symptoms of epiglottitis?
2852,What is the symptoms of shivering?
2853,What is the synonym of spot?
2854,What is the synonym to Pale?
2855,What is the treatment for an arterial thrombus?
2856,What is the treatment for cervical rib?
2857,What is the treatment for glomerulonephritis?
2858,What is the treatment for lymphoedema?
2859,What is the treatment for pyoderma gangrenosum?
2860,What is the treatment of hoarseness?
2861,What is the word for bad smell?
2862,What is thickened skin called?
2863,What is tiredness symptom of?
2864,What is toxoplasmosis symptoms in humans?
2865,What is Tracheo esophageal atresia?
2866,What is Tracheo esophageal fistula?
2867,What is type 1 diabetes caused by?
2868,What is typhus caused by?
2869,What is unstable interpersonal relationships?
2870,What is usually the first symptom of a brain tumor?
2871,What is varicose eczema?
2872,What is vitiligo caused by?
2873,What is vomiting symptom of?
2874,What is weak erection?
2875,What is Weil\'s disease leptospirosis?
2876,What is white pupil called?
2877,What is wound ulceration?
2878,What is yellow fever caused by?
2879,What is your body lacking when you have leg cramps?
2880,What is your body lacking when you have restless legs?
2881,What jet lag means?
2882,What kill scabies instantly?
2883,What kind of change in bowel habits indicate cancer?
2884,What kind of cough comes with Covid?
2885,What kind of illnesses cause hair loss?
2886,What kind of lump should I worry about in my breast?
2887,What kind of lumps are normal in breasts?
2888,What liver diseases are caused by alcohol?
2889,What low mood means?
2890,What makes someone dyslexic?
2891,What makes you gain weight quickly?
2892,What means poor appetite?
2893,What means redness?
2894,What means unspecified?
2895,What medical condition causes droopy eyelids?
2896,What medications should be avoided with Gilbert\'s syndrome?
2897,What mental disorder is anger?
2898,What mental illness causes crying?
2899,What mental illness causes hallucinations and hearing voices?
2900,What mental illness causes hoarding?
2901,What mental illness causes obsessive thoughts?
2902,What mental illness has night terrors?
2903,What might a weak pulse indicate?
2904,What might cause a person to have a poor self-image?
2905,What monkeypox feels like?
2906,What mood changes mean?
2907,What motion sickness feels like?
2908,What muscle gets injured in a hamstring strain?
2909,What muscle stiffness feels like?
2910,What muscles cause foot drop?
2911,What percentage of 70 year olds have cataracts?
2912,What poop looks like when you have worms?
2913,What qualifies as anorexia nervosa?
2914,What qualifies someone as bulimic?
2915,What rashes are common in babies?
2916,What reduces fertility in a woman?
2917,What relieves nausea feeling?
2918,What rheumatoid arthritis pain feels like?
2919,What shin splints feels like?
2920,What should I do for common cold?
2921,What should I do if I feel dizzy and lightheaded?
2922,What should I do if Im feeling short of breath?
2923,What should I do if my BP is 140 90?
2924,What should we do when BP is high?
2925,What should you do if you are vomiting?
2926,What should you do if your urine is dark?
2927,What social anxiety feels like?
2928,What stings from jellyfish?
2929,What suddenly causes double vision?
2930,What symptoms can vasculitis cause?
2931,What temperature is too hot for humans?
2932,What to do if hurts to pee?
2933,What to do if your neck hurts and is stiff?
2934,What to do when you are feeling drowsy?
2935,What to do when you feel too warm?
2936,What to take for grinding joints?
2937,What triggers a retinal migraine?
2938,What triggers acute cholecystitis?
2939,What triggers anxiety?
2940,What triggers Bartholin cyst?
2941,What triggers BDD?
2942,What triggers brain aneurysm?
2943,What triggers carcinoid syndrome?
2944,What triggers cold sore virus?
2945,What triggers compulsive behavior?
2946,What triggers discoid eczema?
2947,What triggers herpes genital?
2948,What triggers hidradenitis suppurativa?
2949,What triggers hyperacusis?
2950,What triggers laryngitis?
2951,What triggers motion sickness?
2952,What triggers night terrors?
2953,What triggers NMO?
2954,What triggers pericarditis?
2955,What triggers polymyalgia rheumatica?
2956,What triggers thirst?
2957,What Twitches mean?
2958,What type of cancers cause weight loss?
2959,What type of disease is toxocariasis?
2960,What type of mental illness is BPD?
2961,What type of nipple discharge is suspicious for cancer?
2962,What type of personality disorder is antisocial?
2963,What usually causes cellulitis?
2964,What usually causes swelling?
2965,What vaginal discharge is normal?
2966,What verb is the word can?
2967,What vitamin is good for joint pain?
2968,What was your first signs of bowel cancer?
2969,What were your first symptoms of scleroderma?
2970,What were your first symptoms of Sjogren\'s?
2971,What wheezing means?
2972,What will happen if athlete\'s foot is left untreated?
2973,What would be an example of anorexia nervosa?
2974,What you mean by poisoning?
2975,What\'s difference between Type 1 and 2 diabetes?
2976,What\'s the cause of hiccups?
2977,What\'s the difference between a UTI and kidney infection?
2978,What\'s the difference between arthritis and reactive arthritis?
2979,What\'s the difference between dizziness and lightheadedness?
2980,What\'s the difference between glandular fever and mono?
2981,What\'s the difference between non Hodgkins and Hodgkins lymphoma?
2982,What\'s the difference between palliative care and end-of-life care?
2983,What\'s the difference between polymyositis and dermatomyositis?
2984,What\'s the difference between RSV and croup?
2985,What\'s the difference between throw up and vomiting?
2986,What\'s the difference between wind and wind?
2987,What\'s the most serious eating disorder?
2988,Whats cramps meaning?
2989,Whats the meaning of being pale?
2990,When a stiff neck is serious?
2991,When do ectopic pregnancy symptoms start?
2992,When does epidermolysis bullosa start?
2993,When is vomiting serious in adults?
2994,When should I be concerned about change in bowel habits?
2995,When should I be concerned about jaw pain?
2996,When should I be concerned about leg cramps?
2997,When should I be concerned about muscle spasms?
2998,When should I be concerned about nausea and vomiting?
2999,When should I be concerned about nausea?
3000,When should I be concerned about phantom smells?
3001,When should I be concerned about sweating?
3002,When should I be concerned about vomiting and diarrhea?
3003,When should I be worried about a headache?
3004,When should I be worried about a skin tag?
3005,When should I be worried about a watery eye?
3006,When should I be worried about abdominal swelling?
3007,When should I be worried about itching?
3008,When should I be worried about muscle pain?
3009,When should I be worried about numbness?
3010,When should I be worried about palpitations?
3011,When should I be worried about pins and needles?
3012,When should I be worried about swollen glands?
3013,When should I go to the doctor for a chest infection?
3014,When should I worry about a fast heart rate?
3015,When should I worry about a stiff neck?
3016,When should I worry about baby reflux?
3017,When should I worry about bleeding between periods?
3018,When should I worry about blood in urine?
3019,When should I worry about bowed legs?
3020,When should I worry about dizziness and lightheadedness?
3021,When should I worry about ear pressure?
3022,When should I worry about ectopic heartbeats?
3023,When should I worry about eye floaters?
3024,When should I worry about flashers and floaters?
3025,When should I worry about hematospermia?
3026,When should I worry about joint pain?
3027,When should I worry about menopause bleeding?
3028,When should I worry about my period?
3029,When should I worry about my swollen ankles?
3030,When should I worry about rash on baby?
3031,When should I worry about skin discoloration?
3032,When should I worry about unintentional weightloss?
3033,When should you be worried about a hoarse voice?
3034,When should you go to the ER for priapism?
3035,When should you worry about a child\'s fever?
3036,When should you worry about a nosebleed?
3037,When should you worry about blurry vision?
3038,When should you worry about decreased fetal movement?
3039,When should you worry about dizziness?
3040,When should you worry about pelvic pain?
3041,When should you worry about rectal bleeding?
3042,When should you worry about tingling?
3043,Where are Pseudomonas found in the body?
3044,Where are the 2022 Rolling Stones playing?
3045,Where can u watch Twitches?
3046,Where did the Ebola disease start?
3047,Where do you get vasculitis?
3048,Where does monkeypox rash start?
3049,Where is a brain abscess located?
3050,Where is limp in the body?
3051,Where is schistosomiasis most common?
3052,Where the grinding joint is found in the body?
3053,Which antibiotic is used for otitis externa?
3054,Which are signs of mastitis?
3055,Which are warning signs of head and neck cancer?
3056,Which deficiency disease causes weakness of muscles?
3057,Which head and neck cancer is most common?
3058,Which head injury is most serious?
3059,Which is one of the first symptoms of tetanus?
3060,Which is worse diverticular disease or diverticulitis?
3061,Which is worse sprain or strain?
3062,Which martial art has joint locks?
3063,Which signs and symptoms are most suggestive of acute cholecystitis?
3064,Which symptoms are warning signs of a subarachnoid hemorrhage?
3065,Which treatment is best for achalasia?
3066,Which type of liver disease is most common in alcoholics?
3067,Which woman is at greatest risk for postpartum psychosis?
3068,Who actually drummed in Whiplash?
3069,Who is at high risk for nasopharyngeal cancer?
3070,Who is at risk for molar pregnancy?
3071,Who is at risk for rhesus disease?
3072,Who is at risk for thrombophilia?
3073,Who is most at risk for mesothelioma?
3074,Who is most likely to get bone cancer?
3075,Who is most likely to get breast cancer?
3076,Who is most likely to get Parkinson\'s disease?
3077,Who is the best treatment for tennis elbow?
3078,Who were the 5 original Rolling Stones?
3079,Why am I always tired and have no energy?
3080,Why am I bleeding after my period ended 3 days ago?
3081,Why am I feeling full so fast?
3082,Why am I having bleeding between periods?
3083,Why am I having pain in my chest?
3084,Why am I having pain in my chest?
3085,Why am I suddenly getting chilblains?
3086,Why am I suddenly losing so much hair?
3087,Why am I suddenly stumbling over my words?
3088,Why am I sweating at night while sleeping?
3089,Why are Bloods red?
3090,Why are my gums swollen in one spot?
3091,Why are my lips suddenly sore and dry?
3092,Why are night sweats a red flag?
3093,Why are nightmares so scary?
3094,Why are some parts of my body sensitive to touch?
3095,Why can humans get rabies?
3096,Why can I hear noise in my ear?
3097,Why did I cough up phlegm with blood in it?
3098,Why do I cry so easily now?
3099,Why do I feel full after only eating a little bit of food?
3100,Why do I feel hot but no fever?
3101,Why do I get a sour taste in my mouth?
3102,Why do I get motion sick so easily?
3103,Why do I have a sore throat?
3104,Why do I have the urge to move around?
3105,Why do I pee slowly sometimes?
3106,Why do I smell things that no one else smells?
3107,Why do I struggle having sex?
3108,Why do I suddenly have sensitivity to light?
3109,Why do kids limp without pain?
3110,Why do people fall?
3111,Why do people have Munchausen\'s?
3112,Why do people overeat?
3113,Why do people suffer from post natal depression?
3114,Why do periods hurt so much on the first day?
3115,Why do they call it clinical depression?
3116,Why do they call it diabetes insipidus?
3117,Why does dexterity decrease with age?
3118,Why does it hurt when I pee but I don\'t have a UTI?
3119,Why does my body twitch randomly?
3120,Why does my breast hurt when I press it?
3121,Why does my child keep getting growing pains?
3122,Why does my child keep getting leg pain?
3123,Why does my ear hurt on the inside?
3124,Why does my skin suddenly feel sensitive?
3125,Why does my stomach look pregnant?
3126,Why does the military not allow flat feet?
3127,Why has my sense of smell changed suddenly?
3128,Why have I been so sensitive to the cold lately?
3129,Why have my bowel habits suddenly changed?
3130,Why is bullous pemphigoid fatal?
3131,Why is costochondritis so painful?
3132,Why is it important to keep cuts and grazes clean?
3133,Why is my abdomen and stomach hurting?
3134,Why is my mood suddenly down?
3135,Why is my mouth so dry even if I drink water?
3136,Why is my period late if I\'m not pregnant?
3137,Why is my period so heavy and Clotty?
3138,Why is my period so painful?
3139,Why is my sex not working?
3140,Why is my stomach swollen and hard?
3141,Why is period pain so painful?
3142,Why is rubella called 3 days?
3143,Why is swine flu called H1N1?
3144,Why is Whiplash rated R?
3145,Why my hand is paining without any reason?
3146,Why septic arthritis is emergency?
3147,Why the blood is called?
3148,Why would a post menopausal woman bleed?
3149,Why would a woman bleed 10 years after menopause?
3150,Why would my glands be up in my neck?
3151,Why would my gums be swollen?
3152,Why would my sperm have blood in it?
3153,Will a Bartholin cyst go away?
3154,Will a slipped disc heal itself?
3155,Will a swollen gum go away?
3156,Will a toothache go away on its own?
3157,Will allergic rhinitis go away?
3158,Will an abscess go away on its own?
3159,Will an ingrown toenail go away on its own?
3160,Will balanitis go away by itself?
3161,Will CMT ever be cured?
3162,Will conjunctivitis go away on OWN?
3163,Will ingrown hairs go away on its own?
3164,Will mastitis go away on its own?
3165,Will pericarditis go away by itself?
3166,Will pleurisy just go away?
3167,Will pressure in ears go away?
3168,Will psoriasis go away?
3169,Will roundworms go away on their own in humans?
3170,Will scabies go away on its own?
3171,Will shingles go away if left untreated?
3172,Will tendonitis heal on its own?
3173,Will whooping cough go away by itself?
